,ASIN,product,brand,name,date,score,title,comment
0,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,ねこなで,2018年8月2日,3.0,ルイボス感は多分ない。,ルイボスティーが体に良いのはわかっていますが、味が苦手でした。これは大麦がブレンドされていて麦茶を飲む感覚なので、飲みやすいです。ただ、五分間煮出した後に一時間放置しなければならないのが、かなり面倒くさい。
1,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,ちょろりん,2021年3月12日,4.0,とてもおすすめ,自分は、ルイボスティーが好き、妻は麦茶が好き。さてはてどうしよう、となった時にこれを発見！ルイボスティーな麦茶なのか、麦茶なルイボスティーなのかはよくわかりませんが、二人共に満足しております。
2,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,さくぽん,2017年3月13日,4.0,飲みやすいと思います。,子供は麦茶好き、でも私はさほどでもなく、ずっと麦茶なしの生活でしたが、たまたま母からこちらを分けてもらったところ子供が気に入り、それ以来ずっと買ってます。大人には少し薄めに感じるかもしれませんが、我が家では1パックに水1.5Lくらい入れています。カフェインもないので、気軽に飲めてよいです。元々紅茶とほうじ茶をブレンドしたものが好きで、それにちょっと似た味かな。
3,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,ゲンジョー,2019年2月4日,5.0,優秀なハイブリッドティー！,友人から貰ってからはまりました。水出しなので、何もせず、冷えてから飲みましたが、クセもなく飲みやすいです。寒い時期はあまり飲みませんが、暑くなる時期辺りからまた、購入して飲もうと思ってます。ルイボスティーは、ノンカフェインだし良いとおもいます。
4,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,naomisa,2018年6月15日,4.0,何度も購入してます。,夏に向けて水だし茶がほしくなり購入しました。味はとても美味しく、満足しています。ですが正直、水だしではなかなか出ず、結局熱湯で作って冷ましてから冷蔵庫にいれて飲んでいる状態です。そこまで大変な作業ではないので不満はないですが、絶対水だしが良い！という方には不向きです。
5,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,Amazon カスタマー,2018年7月25日,4.0,友人から貰ってからはまる。,ノンカフェインのお茶ですので妊婦さんや小さなお子様でも安心して飲めます。ルイボスティーは独特な味がしますので多少好みがあるかもしれませんが、麦茶とのブレンドですのでこの商品は飲みやすいと思います。
6,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,Amazon カスタマー,2021年3月13日,3.0,水だしできない。,飲みやすい味
7,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,馬鳥777,2018年10月7日,2.0,妊婦さんに,いつもこれのレモングラスのを買っていて、試しにこちらも試してました。ルイボスの味はほとんどしなかったです。
8,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,こーたん,2021年4月11日,5.0,美味しいルイボスティー,保温ポットに入れて熱湯を注ぐだけで楽ですし、水出しもできるし、取り出さなくても苦くならないし、とにかく美味しいので毎日欠かさず家族全員で飲んでいます
9,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,okisan,2016年11月29日,4.0,お気に入り,好き嫌いが分かれるルイボスティーですが、飲みやすいと思います！私は元々好きなので特になんとも思いませんが、けっこうクセがあるので臭いがキツイものを飲むと苦手意識が強くなるかも？これはやさしいとつくだけあって、さっぱりしてます。ブレンドだからかな？？
10,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,リピーター,2018年10月4日,2.0,何年も飲んでる,ふつうにお茶です。特別美味しくも不味くもない。ルイボス感がほとんどなく、残念でした。リピートは無しです。
11,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,jalpaka,2018年4月2日,4.0,飲みやすい,ノンカフェイン茶をさがしてました。ブレンドなのでとても飲みやすいです。
12,B00UBGBM0K,はくばく　やさしいルイボスブレンド茶8ｇ×20Ｐ,はくばく,ぱ,2017年4月25日,5.0,ルイボスとは何だったのか,美味しいです。ルイボスティーは苦手ですが、このブレンドなら飲めます。マイボトルに入れて飲んでます
