,ASIN,product,variant,brand,name,date,score,title,comment
0,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ベッドタイムブリス,えびなのやす,2023年3月26日,4.0,カフェインレスで安心,カフェインレスなので夕方以降に飲んでも安心です。リラックスします。
1,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ベッドタイムブリス,Amazon カスタマー,2023年5月20日,5.0,優しい飲み口,ラベンダーの香りが一番に引き立ち　そのあとカモミールが香ってきます。とても飲みやすいハーブテーで気に入っています
2,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ムーンサイクル,hoshi555,2022年12月27日,4.0,冷え対策に,ムーンサイクルに良さそうなので購入しました。PMSが重く、頭痛や腹痛、落ち込みやイライラが辛いので毎日の飲み物に取り入れられました。味はジンジャーが入っているので、少しスパイシーです。ルイボスがベースなので、味が飲みにくいとは感じません。食事の邪魔もしないです。500ミリのサーモボトルに入れて職場で飲んでいます。効果はすぐ出ないと思いますが、寒い時期は続けたいと思います。
3,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ベッドタイムブリス,Afropino,2023年5月4日,5.0,It's so good!! #bedtime,I think it's effective for me and my husband
4,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ベッドタイムブリス,あああ、,2023年4月16日,5.0,寝れる！,ラベンダーのいい匂いで夜寝る前に飲むのにいい紅茶です。
5,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ムーンサイクル,お買い物たん,2023年1月8日,3.0,太田胃散のような…,太田胃散？と思うような独特な味で飲めないことは無いですが進んで飲みたくなるお味ではありませんでした。残念
6,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ムーンサイクル,sakua,2023年3月21日,5.0,だんだんクセになる味,普段ルイボスティーを飲んでるので最初クセがあって飲みにくいなって思ったけど、だんだんこの味に慣れてきて美味しいと思うようになりました。
7,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ベッドタイムブリス,影,2023年3月16日,5.0,リラックスできるハーブティー,おいしいハーブティーです。たっぷり30袋入りなのがうれしいです。睡眠を助けてくれるような気がします。香りと味が良く、リラックス出来ます。
8,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ムーンサイクル,はちぽん8,2023年3月13日,5.0,美味しい！,ジンジャーとシナモンの風味がいい！身体があたたまる気がする。
9,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ムーンサイクル,Kindleのお客様,2023年3月9日,5.0,ジンジャーの効果で身体がぽかぽかになります,ジンジャーの効果で、飲むと身体が温まるような感じがします。カフェインレスなので、夜寝る前に飲んでも良いですね。身体が温まってリラックスでき、安眠効果もあると思います。
10,B08M75X4GY,【Amazon.co.jp限定】 リプトン ボタニックティー ベッドタイムブリスティーバッグ 30袋,リプトン,フレーバー名: ムーンサイクル,ハコ,2023年2月18日,5.0,ゆったりとした時間！,お風呂あがりにお顔の手入れをしながら、まったりといただきました。ノンカフェインなので寝る前にのんでも睡眠をじゃますることなく、ハーブの香りが心も落ち着かせてくれたようです。あくまでも個人の感想です。
